# src_chip dst_chip src_pe dst_pe inject_cycle
# entries=256 chips=1 pe_per_chip=1024 timesteps=5 interval=2000 seed=421
0 0 579 964 2000
0 0 418 198 2000
0 0 951 533 2000
0 0 316 106 2000
0 0 764 256 2000
0 0 999 375 2000
0 0 570 818 2000
0 0 893 663 2000
0 0 748 349 2000
0 0 267 466 2000
0 0 266 919 2000
0 0 275 959 2000
0 0 379 624 2000
0 0 363 388 2000
0 0 263 167 2000
0 0 682 282 2000
0 0 481 108 2000
0 0 419 763 2000
0 0 87 625 2000
0 0 50 211 2000
0 0 427 173 2000
0 0 55 133 2000
0 0 644 511 2000
0 0 499 176 2000
0 0 586 870 2000
0 0 295 851 2000
0 0 39 80 2000
0 0 27 839 2000
0 0 710 744 2000
0 0 553 336 2000
0 0 531 654 2000
0 0 735 891 2000
0 0 379 415 2000
0 0 762 922 2000
0 0 962 621 2000
0 0 16 906 2000
0 0 438 94 2000
0 0 364 642 2000
0 0 109 439 2000
0 0 54 253 2000
0 0 343 926 2000
0 0 133 330 2000
0 0 584 589 2000
0 0 172 635 2000
0 0 293 965 2000
0 0 898 672 2000
0 0 1011 642 4000
0 0 169 558 4000
0 0 750 416 4000
0 0 393 183 4000
0 0 587 654 4000
0 0 389 268 4000
0 0 149 846 4000
0 0 381 428 4000
0 0 186 180 4000
0 0 442 509 4000
0 0 311 247 4000
0 0 906 489 4000
0 0 277 238 4000
0 0 464 815 4000
0 0 144 571 4000
0 0 872 659 4000
0 0 3 991 4000
0 0 291 132 4000
0 0 483 110 4000
0 0 825 506 4000
0 0 863 37 4000
0 0 606 157 4000
0 0 98 613 4000
0 0 853 127 4000
0 0 379 668 4000
0 0 943 680 4000
0 0 925 25 4000
0 0 326 724 4000
0 0 430 598 4000
0 0 347 211 4000
0 0 641 907 4000
0 0 312 388 4000
0 0 673 690 4000
0 0 278 321 4000
0 0 546 210 4000
0 0 95 580 4000
0 0 474 492 4000
0 0 984 849 4000
0 0 602 672 4000
0 0 389 117 4000
0 0 202 521 4000
0 0 527 847 4000
0 0 150 760 4000
0 0 315 850 4000
0 0 725 273 4000
0 0 536 404 4000
0 0 221 670 4000
0 0 322 330 4000
0 0 589 123 4000
0 0 29 745 4000
0 0 847 455 6000
0 0 90 13 6000
0 0 674 316 6000
0 0 260 17 6000
0 0 968 616 6000
0 0 1020 222 6000
0 0 333 277 6000
0 0 484 851 6000
0 0 124 700 6000
0 0 969 332 6000
0 0 1001 20 6000
0 0 589 530 6000
0 0 1018 907 6000
0 0 834 954 6000
0 0 191 572 6000
0 0 808 319 6000
0 0 890 205 6000
0 0 151 789 6000
0 0 445 144 6000
0 0 632 538 6000
0 0 282 579 6000
0 0 915 544 6000
0 0 849 493 6000
0 0 717 584 6000
0 0 226 527 6000
0 0 448 70 6000
0 0 767 881 6000
0 0 149 431 6000
0 0 617 480 6000
0 0 697 946 6000
0 0 499 460 6000
0 0 293 251 6000
0 0 57 381 6000
0 0 560 866 6000
0 0 458 952 6000
0 0 990 721 6000
0 0 711 190 6000
0 0 389 720 6000
0 0 76 642 6000
0 0 481 902 6000
0 0 559 49 6000
0 0 381 390 6000
0 0 796 486 6000
0 0 102 755 6000
0 0 880 96 6000
0 0 342 757 6000
0 0 965 1004 6000
0 0 973 688 6000
0 0 796 904 6000
0 0 323 250 6000
0 0 937 142 6000
0 0 928 143 6000
0 0 101 466 6000
0 0 167 225 6000
0 0 58 205 6000
0 0 956 738 6000
0 0 1011 681 8000
0 0 664 540 8000
0 0 702 200 8000
0 0 32 258 8000
0 0 480 658 8000
0 0 745 542 8000
0 0 773 223 8000
0 0 668 225 8000
0 0 605 109 8000
0 0 577 335 8000
0 0 858 295 8000
0 0 105 817 8000
0 0 188 667 8000
0 0 538 271 8000
0 0 154 15 8000
0 0 1015 211 8000
0 0 1010 84 8000
0 0 49 490 8000
0 0 567 16 8000
0 0 427 97 8000
0 0 62 161 8000
0 0 953 797 8000
0 0 520 159 8000
0 0 862 91 8000
0 0 447 750 8000
0 0 278 86 8000
0 0 384 158 8000
0 0 397 164 8000
0 0 321 705 8000
0 0 923 452 8000
0 0 529 699 8000
0 0 669 156 8000
0 0 999 713 8000
0 0 218 465 8000
0 0 664 337 8000
0 0 432 87 8000
0 0 375 592 8000
0 0 40 906 8000
0 0 921 854 8000
0 0 277 214 8000
0 0 792 549 8000
0 0 255 977 8000
0 0 254 507 8000
0 0 181 13 8000
0 0 572 509 8000
0 0 342 119 8000
0 0 10 431 8000
0 0 130 105 8000
0 0 743 51 8000
0 0 441 381 8000
0 0 392 805 8000
0 0 747 457 8000
0 0 507 386 10000
0 0 377 602 10000
0 0 725 93 10000
0 0 19 931 10000
0 0 636 84 10000
0 0 505 957 10000
0 0 299 497 10000
0 0 373 44 10000
0 0 984 240 10000
0 0 940 846 10000
0 0 337 107 10000
0 0 107 4 10000
0 0 672 366 10000
0 0 905 507 10000
0 0 78 647 10000
0 0 749 675 10000
0 0 394 574 10000
0 0 556 691 10000
0 0 909 498 10000
0 0 453 234 10000
0 0 941 625 10000
0 0 939 915 10000
0 0 721 347 10000
0 0 607 59 10000
